series_name,timestamp,value,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30
T1,1972-04-02 00:00:00+00:00,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0,9046.0,9246.0,9593.0,9267.0,7865.0,8243.0,9110.0,8905.0,9231.0,9482.0,9126.0,7720.0,8424.0,9605.0
T1,1972-04-03 00:00:00+00:00,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0,9046.0,9246.0,9593.0,9267.0,7865.0,8243.0,9110.0,8905.0,9231.0,9482.0,9126.0,7720.0,8424.0
T1,1972-04-04 00:00:00+00:00,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0,9046.0,9246.0,9593.0,9267.0,7865.0,8243.0,9110.0,8905.0,9231.0,9482.0,9126.0,7720.0
T1,1972-04-05 00:00:00+00:00,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0,9046.0,9246.0,9593.0,9267.0,7865.0,8243.0,9110.0,8905.0,9231.0,9482.0,9126.0
T1,1972-04-06 00:00:00+00:00,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0,9046.0,9246.0,9593.0,9267.0,7865.0,8243.0,9110.0,8905.0,9231.0,9482.0
T1,1972-04-07 00:00:00+00:00,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0,9046.0,9246.0,9593.0,9267.0,7865.0,8243.0,9110.0,8905.0,9231.0
T1,1972-04-08 00:00:00+00:00,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0,9046.0,9246.0,9593.0,9267.0,7865.0,8243.0,9110.0,8905.0
T1,1972-04-09 00:00:00+00:00,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0,9046.0,9246.0,9593.0,9267.0,7865.0,8243.0,9110.0
T1,1972-04-10 00:00:00+00:00,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0,9046.0,9246.0,9593.0,9267.0,7865.0,8243.0
T1,1972-04-11 00:00:00+00:00,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0,9046.0,9246.0,9593.0,9267.0,7865.0
T1,1972-04-12 00:00:00+00:00,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0,9046.0,9246.0,9593.0,9267.0
T1,1972-04-13 00:00:00+00:00,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0,9046.0,9246.0,9593.0
T1,1972-04-14 00:00:00+00:00,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0,9046.0,9246.0
T1,1972-04-15 00:00:00+00:00,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0,9046.0
T1,1972-04-16 00:00:00+00:00,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0,9489.0
T1,1972-04-17 00:00:00+00:00,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0,8076.0
T1,1972-04-18 00:00:00+00:00,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0,7658.0
T1,1972-04-19 00:00:00+00:00,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0,8805.0
T1,1972-04-20 00:00:00+00:00,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0,9060.0
T1,1972-04-21 00:00:00+00:00,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0,8921.0
T1,1972-04-22 00:00:00+00:00,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0,8878.0
T1,1972-04-23 00:00:00+00:00,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0,8893.0
T1,1972-04-24 00:00:00+00:00,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0,7926.0
T1,1972-04-25 00:00:00+00:00,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0,7549.0
T1,1972-04-26 00:00:00+00:00,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0,9083.0
T1,1972-04-27 00:00:00+00:00,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0,9267.0
T1,1972-04-28 00:00:00+00:00,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0,8881.0
T1,1972-04-29 00:00:00+00:00,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0,8644.0
T1,1972-04-30 00:00:00+00:00,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0,8740.0
T1,1972-05-01 00:00:00+00:00,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0,7558.0
T1,1972-05-02 00:00:00+00:00,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0,7359.0
T1,1972-05-03 00:00:00+00:00,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0,8704.0
T1,1972-05-04 00:00:00+00:00,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0,9321.0
T1,1972-05-05 00:00:00+00:00,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0,8887.0
T1,1972-05-06 00:00:00+00:00,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0,8971.0
T1,1972-05-07 00:00:00+00:00,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0,8970.0
T1,1972-05-08 00:00:00+00:00,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0,7891.0
T1,1972-05-09 00:00:00+00:00,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0,7535.0
T1,1972-05-10 00:00:00+00:00,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0,8698.0
T1,1972-05-11 00:00:00+00:00,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0,9180.0
T1,1972-05-12 00:00:00+00:00,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0,8967.0
T1,1972-05-13 00:00:00+00:00,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0,8987.0
T1,1972-05-14 00:00:00+00:00,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0,9192.0
T1,1972-05-15 00:00:00+00:00,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0,8107.0
T1,1972-05-16 00:00:00+00:00,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0,7565.0
T1,1972-05-17 00:00:00+00:00,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0,8859.0
T1,1972-05-18 00:00:00+00:00,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0,9301.0
T1,1972-05-19 00:00:00+00:00,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0,8827.0
T1,1972-05-20 00:00:00+00:00,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0,8828.0
T1,1972-05-21 00:00:00+00:00,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0,8719.0
T1,1972-05-22 00:00:00+00:00,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0,7833.0
T1,1972-05-23 00:00:00+00:00,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0,7335.0
T1,1972-05-24 00:00:00+00:00,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0,8906.0
T1,1972-05-25 00:00:00+00:00,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0,9313.0
T1,1972-05-26 00:00:00+00:00,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0,8644.0
T1,1972-05-27 00:00:00+00:00,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0,8719.0
T1,1972-05-28 00:00:00+00:00,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0,8852.0
T1,1972-05-29 00:00:00+00:00,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0,7807.0
T1,1972-05-30 00:00:00+00:00,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0,7212.0
T1,1972-05-31 00:00:00+00:00,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0,9045.0
T1,1972-06-01 00:00:00+00:00,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0,9333.0
T1,1972-06-02 00:00:00+00:00,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0,9100.0
T1,1972-06-03 00:00:00+00:00,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0,8754.0
T1,1972-06-04 00:00:00+00:00,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0,8919.0
T1,1972-06-05 00:00:00+00:00,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0,7789.0
T1,1972-06-06 00:00:00+00:00,9273.0,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0,7607.0
T1,1972-06-07 00:00:00+00:00,9083.0,9273.0,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0,8976.0
T1,1972-06-08 00:00:00+00:00,8764.0,9083.0,9273.0,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0,9274.0
T1,1972-06-09 00:00:00+00:00,9117.0,8764.0,9083.0,9273.0,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0,8908.0
T1,1972-06-10 00:00:00+00:00,8135.0,9117.0,8764.0,9083.0,9273.0,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0,8746.0
T1,1972-06-11 00:00:00+00:00,7338.0,8135.0,9117.0,8764.0,9083.0,9273.0,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0,9080.0
T1,1972-06-12 00:00:00+00:00,8697.0,7338.0,8135.0,9117.0,8764.0,9083.0,9273.0,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0,8026.0
T1,1972-06-13 00:00:00+00:00,9204.0,8697.0,7338.0,8135.0,9117.0,8764.0,9083.0,9273.0,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0,7529.0
T1,1972-06-14 00:00:00+00:00,8860.0,9204.0,8697.0,7338.0,8135.0,9117.0,8764.0,9083.0,9273.0,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0,9059.0
T1,1972-06-15 00:00:00+00:00,8931.0,8860.0,9204.0,8697.0,7338.0,8135.0,9117.0,8764.0,9083.0,9273.0,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0,9373.0
T1,1972-06-16 00:00:00+00:00,9198.0,8931.0,8860.0,9204.0,8697.0,7338.0,8135.0,9117.0,8764.0,9083.0,9273.0,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0,9107.0
T1,1972-06-17 00:00:00+00:00,7780.0,9198.0,8931.0,8860.0,9204.0,8697.0,7338.0,8135.0,9117.0,8764.0,9083.0,9273.0,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0,8809.0
T1,1972-06-18 00:00:00+00:00,7438.0,7780.0,9198.0,8931.0,8860.0,9204.0,8697.0,7338.0,8135.0,9117.0,8764.0,9083.0,9273.0,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0,9016.0
T1,1972-06-19 00:00:00+00:00,8850.0,7438.0,7780.0,9198.0,8931.0,8860.0,9204.0,8697.0,7338.0,8135.0,9117.0,8764.0,9083.0,9273.0,8727.0,7587.0,8075.0,8857.0,9177.0,9451.0,9202.0,7852.0,7607.0,7975.0,8986.0,9293.0,9146.0,9655.0,9248.0,7368.0,8032.0
