series_name,timestamp,value,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7
price,2013-09-28 00:00:00+00:00,123.201,122.374,122.652,122.14,121.31,121.286,121.534,121.108
price,2013-09-29 00:00:00+00:00,123.325,123.201,122.374,122.652,122.14,121.31,121.286,121.534
price,2013-09-30 00:00:00+00:00,123.05,123.325,123.201,122.374,122.652,122.14,121.31,121.286
price,2013-10-01 00:00:00+00:00,123.374,123.05,123.325,123.201,122.374,122.652,122.14,121.31
price,2013-10-02 00:00:00+00:00,112.777,123.374,123.05,123.325,123.201,122.374,122.652,122.14
price,2013-10-03 00:00:00+00:00,108.504,112.777,123.374,123.05,123.325,123.201,122.374,122.652
price,2013-10-04 00:00:00+00:00,117.032,108.504,112.777,123.374,123.05,123.325,123.201,122.374
price,2013-10-05 00:00:00+00:00,119.311,117.032,108.504,112.777,123.374,123.05,123.325,123.201
price,2013-10-06 00:00:00+00:00,119.368,119.311,117.032,108.504,112.777,123.374,123.05,123.325
price,2013-10-07 00:00:00+00:00,120.405,119.368,119.311,117.032,108.504,112.777,123.374,123.05
price,2013-10-08 00:00:00+00:00,121.615,120.405,119.368,119.311,117.032,108.504,112.777,123.374
price,2013-10-09 00:00:00+00:00,122.893,121.615,120.405,119.368,119.311,117.032,108.504,112.777
price,2013-10-10 00:00:00+00:00,123.503,122.893,121.615,120.405,119.368,119.311,117.032,108.504
price,2013-10-11 00:00:00+00:00,123.832,123.503,122.893,121.615,120.405,119.368,119.311,117.032
price,2013-10-12 00:00:00+00:00,124.149,123.832,123.503,122.893,121.615,120.405,119.368,119.311
price,2013-10-13 00:00:00+00:00,126.822,124.149,123.832,123.503,122.893,121.615,120.405,119.368
price,2013-10-14 00:00:00+00:00,130.117,126.822,124.149,123.832,123.503,122.893,121.615,120.405
price,2013-10-15 00:00:00+00:00,134.739,130.117,126.822,124.149,123.832,123.503,122.893,121.615
price,2013-10-16 00:00:00+00:00,136.214,134.739,130.117,126.822,124.149,123.832,123.503,122.893
price,2013-10-17 00:00:00+00:00,138.704,136.214,134.739,130.117,126.822,124.149,123.832,123.503
price,2013-10-18 00:00:00+00:00,143.723,138.704,136.214,134.739,130.117,126.822,124.149,123.832
price,2013-10-19 00:00:00+00:00,153.886,143.723,138.704,136.214,134.739,130.117,126.822,124.149
price,2013-10-20 00:00:00+00:00,157.329,153.886,143.723,138.704,136.214,134.739,130.117,126.822
price,2013-10-21 00:00:00+00:00,164.81,157.329,153.886,143.723,138.704,136.214,134.739,130.117
price,2013-10-22 00:00:00+00:00,180.316,164.81,157.329,153.886,143.723,138.704,136.214,134.739
price,2013-10-23 00:00:00+00:00,191.426,180.316,164.81,157.329,153.886,143.723,138.704,136.214
price,2013-10-24 00:00:00+00:00,185.605,191.426,180.316,164.81,157.329,153.886,143.723,138.704
price,2013-10-25 00:00:00+00:00,169.469,185.605,191.426,180.316,164.81,157.329,153.886,143.723
price,2013-10-26 00:00:00+00:00,172.97,169.469,185.605,191.426,180.316,164.81,157.329,153.886
price,2013-10-27 00:00:00+00:00,178.428,172.97,169.469,185.605,191.426,180.316,164.81,157.329
price,2013-10-28 00:00:00+00:00,188.042,178.428,172.97,169.469,185.605,191.426,180.316,164.81
price,2013-10-29 00:00:00+00:00,193.134,188.042,178.428,172.97,169.469,185.605,191.426,180.316
price,2013-10-30 00:00:00+00:00,195.57,193.134,188.042,178.428,172.97,169.469,185.605,191.426
price,2013-10-31 00:00:00+00:00,195.73,195.57,193.134,188.042,178.428,172.97,169.469,185.605
price,2013-11-01 00:00:00+00:00,197.87,195.73,195.57,193.134,188.042,178.428,172.97,169.469
price,2013-11-02 00:00:00+00:00,199.6,197.87,195.73,195.57,193.134,188.042,178.428,172.97
price,2013-11-03 00:00:00+00:00,202.56,199.6,197.87,195.73,195.57,193.134,188.042,178.428
price,2013-11-04 00:00:00+00:00,213.806,202.56,199.6,197.87,195.73,195.57,193.134,188.042
price,2013-11-05 00:00:00+00:00,231.403,213.806,202.56,199.6,197.87,195.73,195.57,193.134
price,2013-11-06 00:00:00+00:00,248.284,231.403,213.806,202.56,199.6,197.87,195.73,195.57
price,2013-11-07 00:00:00+00:00,274.025,248.284,231.403,213.806,202.56,199.6,197.87,195.73
price,2013-11-08 00:00:00+00:00,298.115,274.025,248.284,231.403,213.806,202.56,199.6,197.87
price,2013-11-09 00:00:00+00:00,334.983,298.115,274.025,248.284,231.403,213.806,202.56,199.6
price,2013-11-10 00:00:00+00:00,291.892,334.983,298.115,274.025,248.284,231.403,213.806,202.56
price,2013-11-11 00:00:00+00:00,314.01,291.892,334.983,298.115,274.025,248.284,231.403,213.806
price,2013-11-12 00:00:00+00:00,336.63,314.01,291.892,334.983,298.115,274.025,248.284,231.403
price,2013-11-13 00:00:00+00:00,369.033,336.63,314.01,291.892,334.983,298.115,274.025,248.284
price,2013-11-14 00:00:00+00:00,400.994,369.033,336.63,314.01,291.892,334.983,298.115,274.025
price,2013-11-15 00:00:00+00:00,411.755,400.994,369.033,336.63,314.01,291.892,334.983,298.115
price,2013-11-16 00:00:00+00:00,418.345,411.755,400.994,369.033,336.63,314.01,291.892,334.983
price,2013-11-17 00:00:00+00:00,453.251,418.345,411.755,400.994,369.033,336.63,314.01,291.892
price,2013-11-18 00:00:00+00:00,550.5,453.251,418.345,411.755,400.994,369.033,336.63,314.01
price,2013-11-19 00:00:00+00:00,601.887,550.5,453.251,418.345,411.755,400.994,369.033,336.63
price,2013-11-20 00:00:00+00:00,494.668,601.887,550.5,453.251,418.345,411.755,400.994,369.033
price,2013-11-21 00:00:00+00:00,599.545,494.668,601.887,550.5,453.251,418.345,411.755,400.994
price,2013-11-22 00:00:00+00:00,675.116,599.545,494.668,601.887,550.5,453.251,418.345,411.755
price,2013-11-23 00:00:00+00:00,738.639,675.116,599.545,494.668,601.887,550.5,453.251,418.345
price,2013-11-24 00:00:00+00:00,702.545,738.639,675.116,599.545,494.668,601.887,550.5,453.251
price,2013-11-25 00:00:00+00:00,723.096,702.545,738.639,675.116,599.545,494.668,601.887,550.5
price,2013-11-26 00:00:00+00:00,796.644,723.096,702.545,738.639,675.116,599.545,494.668,601.887
price,2013-11-27 00:00:00+00:00,891.298,796.644,723.096,702.545,738.639,675.116,599.545,494.668
price,2013-11-28 00:00:00+00:00,934.539,891.298,796.644,723.096,702.545,738.639,675.116,599.545
price,2013-11-29 00:00:00+00:00,981.667,934.539,891.298,796.644,723.096,702.545,738.639,675.116
price,2013-11-30 00:00:00+00:00,1052.0,981.667,934.539,891.298,796.644,723.096,702.545,738.639
price,2013-12-01 00:00:00+00:00,915.571,1052.0,981.667,934.539,891.298,796.644,723.096,702.545
price,2013-12-02 00:00:00+00:00,917.898,915.571,1052.0,981.667,934.539,891.298,796.644,723.096
price,2013-12-03 00:00:00+00:00,984.654,917.898,915.571,1052.0,981.667,934.539,891.298,796.644
price,2013-12-04 00:00:00+00:00,1037.0,984.654,917.898,915.571,1052.0,981.667,934.539,891.298
price,2013-12-05 00:00:00+00:00,991.025,1037.0,984.654,917.898,915.571,1052.0,981.667,934.539
price,2013-12-06 00:00:00+00:00,916.265,991.025,1037.0,984.654,917.898,915.571,1052.0,981.667
price,2013-12-07 00:00:00+00:00,720.715,916.265,991.025,1037.0,984.654,917.898,915.571,1052.0
price,2013-12-08 00:00:00+00:00,733.548,720.715,916.265,991.025,1037.0,984.654,917.898,915.571
price,2013-12-09 00:00:00+00:00,856.334,733.548,720.715,916.265,991.025,1037.0,984.654,917.898
price,2013-12-10 00:00:00+00:00,916.819,856.334,733.548,720.715,916.265,991.025,1037.0,984.654
price,2013-12-11 00:00:00+00:00,887.697,916.819,856.334,733.548,720.715,916.265,991.025,1037.0
price,2013-12-12 00:00:00+00:00,853.621,887.697,916.819,856.334,733.548,720.715,916.265,991.025
price,2013-12-13 00:00:00+00:00,870.134,853.621,887.697,916.819,856.334,733.548,720.715,916.265
price,2013-12-14 00:00:00+00:00,854.784,870.134,853.621,887.697,916.819,856.334,733.548,720.715
price,2013-12-15 00:00:00+00:00,834.51,854.784,870.134,853.621,887.697,916.819,856.334,733.548
price,2013-12-16 00:00:00+00:00,774.416,834.51,854.784,870.134,853.621,887.697,916.819,856.334
price,2013-12-17 00:00:00+00:00,673.001,774.416,834.51,854.784,870.134,853.621,887.697,916.819
price,2013-12-18 00:00:00+00:00,554.522,673.001,774.416,834.51,854.784,870.134,853.621,887.697
price,2013-12-19 00:00:00+00:00,615.988,554.522,673.001,774.416,834.51,854.784,870.134,853.621
price,2013-12-20 00:00:00+00:00,663.529,615.988,554.522,673.001,774.416,834.51,854.784,870.134
price,2013-12-21 00:00:00+00:00,614.291,663.529,615.988,554.522,673.001,774.416,834.51,854.784
price,2013-12-22 00:00:00+00:00,634.818,614.291,663.529,615.988,554.522,673.001,774.416,834.51
price,2013-12-23 00:00:00+00:00,650.085,634.818,614.291,663.529,615.988,554.522,673.001,774.416
price,2013-12-24 00:00:00+00:00,670.728,650.085,634.818,614.291,663.529,615.988,554.522,673.001
price,2013-12-25 00:00:00+00:00,670.394,670.728,650.085,634.818,614.291,663.529,615.988,554.522
price,2013-12-26 00:00:00+00:00,730.449,670.394,670.728,650.085,634.818,614.291,663.529,615.988
price,2013-12-27 00:00:00+00:00,753.055,730.449,670.394,670.728,650.085,634.818,614.291,663.529
price,2013-12-28 00:00:00+00:00,738.125,753.055,730.449,670.394,670.728,650.085,634.818,614.291
price,2013-12-29 00:00:00+00:00,729.759,738.125,753.055,730.449,670.394,670.728,650.085,634.818
price,2013-12-30 00:00:00+00:00,760.719,729.759,738.125,753.055,730.449,670.394,670.728,650.085
price,2013-12-31 00:00:00+00:00,756.614,760.719,729.759,738.125,753.055,730.449,670.394,670.728
price,2014-01-01 00:00:00+00:00,771.144,756.614,760.719,729.759,738.125,753.055,730.449,670.394
price,2014-01-02 00:00:00+00:00,779.773,771.144,756.614,760.719,729.759,738.125,753.055,730.449
price,2014-01-03 00:00:00+00:00,793.629,779.773,771.144,756.614,760.719,729.759,738.125,753.055
price,2014-01-04 00:00:00+00:00,834.69,793.629,779.773,771.144,756.614,760.719,729.759,738.125
price,2014-01-05 00:00:00+00:00,877.685,834.69,793.629,779.773,771.144,756.614,760.719,729.759
price,2014-01-06 00:00:00+00:00,961.717,877.685,834.69,793.629,779.773,771.144,756.614,760.719
price,2014-01-07 00:00:00+00:00,914.81,961.717,877.685,834.69,793.629,779.773,771.144,756.614
price,2014-01-08 00:00:00+00:00,848.331,914.81,961.717,877.685,834.69,793.629,779.773,771.144
price,2014-01-09 00:00:00+00:00,849.84,848.331,914.81,961.717,877.685,834.69,793.629,779.773
price,2014-01-10 00:00:00+00:00,846.22,849.84,848.331,914.81,961.717,877.685,834.69,793.629
price,2014-01-11 00:00:00+00:00,899.476,846.22,849.84,848.331,914.81,961.717,877.685,834.69
price,2014-01-12 00:00:00+00:00,893.878,899.476,846.22,849.84,848.331,914.81,961.717,877.685
price,2014-01-13 00:00:00+00:00,837.415,893.878,899.476,846.22,849.84,848.331,914.81,961.717
price,2014-01-14 00:00:00+00:00,844.33,837.415,893.878,899.476,846.22,849.84,848.331,914.81
price,2014-01-15 00:00:00+00:00,857.806,844.33,837.415,893.878,899.476,846.22,849.84,848.331
price,2014-01-16 00:00:00+00:00,854.108,857.806,844.33,837.415,893.878,899.476,846.22,849.84
price,2014-01-17 00:00:00+00:00,822.71,854.108,857.806,844.33,837.415,893.878,899.476,846.22
price,2014-01-18 00:00:00+00:00,836.905,822.71,854.108,857.806,844.33,837.415,893.878,899.476
price,2014-01-19 00:00:00+00:00,842.293,836.905,822.71,854.108,857.806,844.33,837.415,893.878
price,2014-01-20 00:00:00+00:00,886.057,842.293,836.905,822.71,854.108,857.806,844.33,837.415
price,2014-01-21 00:00:00+00:00,863.039,886.057,842.293,836.905,822.71,854.108,857.806,844.33
price,2014-01-22 00:00:00+00:00,852.448,863.039,886.057,842.293,836.905,822.71,854.108,857.806
price,2014-01-23 00:00:00+00:00,837.897,852.448,863.039,886.057,842.293,836.905,822.71,854.108
price,2014-01-24 00:00:00+00:00,808.157,837.897,852.448,863.039,886.057,842.293,836.905,822.71
price,2014-01-25 00:00:00+00:00,829.446,808.157,837.897,852.448,863.039,886.057,842.293,836.905
price,2014-01-26 00:00:00+00:00,861.16,829.446,808.157,837.897,852.448,863.039,886.057,842.293
price,2014-01-27 00:00:00+00:00,859.05,861.16,829.446,808.157,837.897,852.448,863.039,886.057
price,2014-01-28 00:00:00+00:00,798.213,859.05,861.16,829.446,808.157,837.897,852.448,863.039
price,2014-01-29 00:00:00+00:00,825.551,798.213,859.05,861.16,829.446,808.157,837.897,852.448
price,2014-01-30 00:00:00+00:00,812.648,825.551,798.213,859.05,861.16,829.446,808.157,837.897
price,2014-01-31 00:00:00+00:00,824.542,812.648,825.551,798.213,859.05,861.16,829.446,808.157
price,2014-02-01 00:00:00+00:00,838.57,824.542,812.648,825.551,798.213,859.05,861.16,829.446
price,2014-02-02 00:00:00+00:00,835.689,838.57,824.542,812.648,825.551,798.213,859.05,861.16
price,2014-02-03 00:00:00+00:00,816.934,835.689,838.57,824.542,812.648,825.551,798.213,859.05
price,2014-02-04 00:00:00+00:00,817.692,816.934,835.689,838.57,824.542,812.648,825.551,798.213
price,2014-02-05 00:00:00+00:00,830.298,817.692,816.934,835.689,838.57,824.542,812.648,825.551
price,2014-02-06 00:00:00+00:00,800.337,830.298,817.692,816.934,835.689,838.57,824.542,812.648
price,2014-02-07 00:00:00+00:00,727.901,800.337,830.298,817.692,816.934,835.689,838.57,824.542
price,2014-02-08 00:00:00+00:00,696.661,727.901,800.337,830.298,817.692,816.934,835.689,838.57
price,2014-02-09 00:00:00+00:00,676.229,696.661,727.901,800.337,830.298,817.692,816.934,835.689
price,2014-02-10 00:00:00+00:00,659.682,676.229,696.661,727.901,800.337,830.298,817.692,816.934
price,2014-02-11 00:00:00+00:00,661.433,659.682,676.229,696.661,727.901,800.337,830.298,817.692
price,2014-02-12 00:00:00+00:00,634.091,661.433,659.682,676.229,696.661,727.901,800.337,830.298
price,2014-02-13 00:00:00+00:00,574.95,634.091,661.433,659.682,676.229,696.661,727.901,800.337
price,2014-02-14 00:00:00+00:00,547.519,574.95,634.091,661.433,659.682,676.229,696.661,727.901
price,2014-02-15 00:00:00+00:00,587.908,547.519,574.95,634.091,661.433,659.682,676.229,696.661
price,2014-02-16 00:00:00+00:00,633.999,587.908,547.519,574.95,634.091,661.433,659.682,676.229
price,2014-02-17 00:00:00+00:00,630.288,633.999,587.908,547.519,574.95,634.091,661.433,659.682
price,2014-02-18 00:00:00+00:00,628.232,630.288,633.999,587.908,547.519,574.95,634.091,661.433
price,2014-02-19 00:00:00+00:00,622.409,628.232,630.288,633.999,587.908,547.519,574.95,634.091
price,2014-02-20 00:00:00+00:00,597.613,622.409,628.232,630.288,633.999,587.908,547.519,574.95
price,2014-02-21 00:00:00+00:00,565.081,597.613,622.409,628.232,630.288,633.999,587.908,547.519
price,2014-02-22 00:00:00+00:00,578.305,565.081,597.613,622.409,628.232,630.288,633.999,587.908
price,2014-02-23 00:00:00+00:00,618.523,578.305,565.081,597.613,622.409,628.232,630.288,633.999
price,2014-02-24 00:00:00+00:00,570.345,618.523,578.305,565.081,597.613,622.409,628.232,630.288
price,2014-02-25 00:00:00+00:00,499.8,570.345,618.523,578.305,565.081,597.613,622.409,628.232
price,2014-02-26 00:00:00+00:00,572.999,499.8,570.345,618.523,578.305,565.081,597.613,622.409
price,2014-02-27 00:00:00+00:00,580.375,572.999,499.8,570.345,618.523,578.305,565.081,597.613
price,2014-02-28 00:00:00+00:00,567.657,580.375,572.999,499.8,570.345,618.523,578.305,565.081
price,2014-03-01 00:00:00+00:00,560.083,567.657,580.375,572.999,499.8,570.345,618.523,578.305
price,2014-03-02 00:00:00+00:00,561.09,560.083,567.657,580.375,572.999,499.8,570.345,618.523
price,2014-03-03 00:00:00+00:00,604.807,561.09,560.083,567.657,580.375,572.999,499.8,570.345
price,2014-03-04 00:00:00+00:00,677.606,604.807,561.09,560.083,567.657,580.375,572.999,499.8
price,2014-03-05 00:00:00+00:00,662.002,677.606,604.807,561.09,560.083,567.657,580.375,572.999
price,2014-03-06 00:00:00+00:00,661.353,662.002,677.606,604.807,561.09,560.083,567.657,580.375
price,2014-03-07 00:00:00+00:00,642.185,661.353,662.002,677.606,604.807,561.09,560.083,567.657
price,2014-03-08 00:00:00+00:00,619.677,642.185,661.353,662.002,677.606,604.807,561.09,560.083
price,2014-03-09 00:00:00+00:00,627.479,619.677,642.185,661.353,662.002,677.606,604.807,561.09
price,2014-03-10 00:00:00+00:00,630.301,627.479,619.677,642.185,661.353,662.002,677.606,604.807
price,2014-03-11 00:00:00+00:00,625.927,630.301,627.479,619.677,642.185,661.353,662.002,677.606
price,2014-03-12 00:00:00+00:00,636.984,625.927,630.301,627.479,619.677,642.185,661.353,662.002
price,2014-03-13 00:00:00+00:00,638.79,636.984,625.927,630.301,627.479,619.677,642.185,661.353
price,2014-03-14 00:00:00+00:00,632.924,638.79,636.984,625.927,630.301,627.479,619.677,642.185
price,2014-03-15 00:00:00+00:00,631.464,632.924,638.79,636.984,625.927,630.301,627.479,619.677
price,2014-03-16 00:00:00+00:00,631.648,631.464,632.924,638.79,636.984,625.927,630.301,627.479
price,2014-03-17 00:00:00+00:00,625.026,631.648,631.464,632.924,638.79,636.984,625.927,630.301
price,2014-03-18 00:00:00+00:00,613.511,625.026,631.648,631.464,632.924,638.79,636.984,625.927
price,2014-03-19 00:00:00+00:00,613.783,613.511,625.026,631.648,631.464,632.924,638.79,636.984
price,2014-03-20 00:00:00+00:00,596.009,613.783,613.511,625.026,631.648,631.464,632.924,638.79
price,2014-03-21 00:00:00+00:00,582.231,596.009,613.783,613.511,625.026,631.648,631.464,632.924
price,2014-03-22 00:00:00+00:00,563.348,582.231,596.009,613.783,613.511,625.026,631.648,631.464
price,2014-03-23 00:00:00+00:00,564.372,563.348,582.231,596.009,613.783,613.511,625.026,631.648
price,2014-03-24 00:00:00+00:00,563.641,564.372,563.348,582.231,596.009,613.783,613.511,625.026
price,2014-03-25 00:00:00+00:00,577.854,563.641,564.372,563.348,582.231,596.009,613.783,613.511
price,2014-03-26 00:00:00+00:00,579.582,577.854,563.641,564.372,563.348,582.231,596.009,613.783
price,2014-03-27 00:00:00+00:00,543.197,579.582,577.854,563.641,564.372,563.348,582.231,596.009
price,2014-03-28 00:00:00+00:00,502.664,543.197,579.582,577.854,563.641,564.372,563.348,582.231
price,2014-03-29 00:00:00+00:00,499.324,502.664,543.197,579.582,577.854,563.641,564.372,563.348
price,2014-03-30 00:00:00+00:00,469.428,499.324,502.664,543.197,579.582,577.854,563.641,564.372
price,2014-03-31 00:00:00+00:00,457.005,469.428,499.324,502.664,543.197,579.582,577.854,563.641
price,2014-04-01 00:00:00+00:00,476.297,457.005,469.428,499.324,502.664,543.197,579.582,577.854
price,2014-04-02 00:00:00+00:00,466.322,476.297,457.005,469.428,499.324,502.664,543.197,579.582
price,2014-04-03 00:00:00+00:00,434.951,466.322,476.297,457.005,469.428,499.324,502.664,543.197
price,2014-04-04 00:00:00+00:00,444.394,434.951,466.322,476.297,457.005,469.428,499.324,502.664
price,2014-04-05 00:00:00+00:00,451.812,444.394,434.951,466.322,476.297,457.005,469.428,499.324
price,2014-04-06 00:00:00+00:00,459.325,451.812,444.394,434.951,466.322,476.297,457.005,469.428
price,2014-04-07 00:00:00+00:00,454.031,459.325,451.812,444.394,434.951,466.322,476.297,457.005
price,2014-04-08 00:00:00+00:00,451.41,454.031,459.325,451.812,444.394,434.951,466.322,476.297
price,2014-04-09 00:00:00+00:00,447.11,451.41,454.031,459.325,451.812,444.394,434.951,466.322
price,2014-04-10 00:00:00+00:00,407.703,447.11,451.41,454.031,459.325,451.812,444.394,434.951
price,2014-04-11 00:00:00+00:00,403.328,407.703,447.11,451.41,454.031,459.325,451.812,444.394
price,2014-04-12 00:00:00+00:00,425.31,403.328,407.703,447.11,451.41,454.031,459.325,451.812
price,2014-04-13 00:00:00+00:00,415.876,425.31,403.328,407.703,447.11,451.41,454.031,459.325
price,2014-04-14 00:00:00+00:00,445.898,415.876,425.31,403.328,407.703,447.11,451.41,454.031
price,2014-04-15 00:00:00+00:00,487.666,445.898,415.876,425.31,403.328,407.703,447.11,451.41
price,2014-04-16 00:00:00+00:00,517.354,487.666,445.898,415.876,425.31,403.328,407.703,447.11
price,2014-04-17 00:00:00+00:00,505.461,517.354,487.666,445.898,415.876,425.31,403.328,407.703
price,2014-04-18 00:00:00+00:00,485.296,505.461,517.354,487.666,445.898,415.876,425.31,403.328
price,2014-04-19 00:00:00+00:00,490.961,485.296,505.461,517.354,487.666,445.898,415.876,425.31
price,2014-04-20 00:00:00+00:00,501.271,490.961,485.296,505.461,517.354,487.666,445.898,415.876
price,2014-04-21 00:00:00+00:00,498.97,501.271,490.961,485.296,505.461,517.354,487.666,445.898
price,2014-04-22 00:00:00+00:00,491.704,498.97,501.271,490.961,485.296,505.461,517.354,487.666
price,2014-04-23 00:00:00+00:00,486.543,491.704,498.97,501.271,490.961,485.296,505.461,517.354
price,2014-04-24 00:00:00+00:00,487.399,486.543,491.704,498.97,501.271,490.961,485.296,505.461
price,2014-04-25 00:00:00+00:00,464.777,487.399,486.543,491.704,498.97,501.271,490.961,485.296
price,2014-04-26 00:00:00+00:00,456.496,464.777,487.399,486.543,491.704,498.97,501.271,490.961
price,2014-04-27 00:00:00+00:00,450.932,456.496,464.777,487.399,486.543,491.704,498.97,501.271
price,2014-04-28 00:00:00+00:00,435.888,450.932,456.496,464.777,487.399,486.543,491.704,498.97
price,2014-04-29 00:00:00+00:00,443.354,435.888,450.932,456.496,464.777,487.399,486.543,491.704
price,2014-04-30 00:00:00+00:00,444.261,443.354,435.888,450.932,456.496,464.777,487.399,486.543
price,2014-05-01 00:00:00+00:00,453.541,444.261,443.354,435.888,450.932,456.496,464.777,487.399
price,2014-05-02 00:00:00+00:00,448.574,453.541,444.261,443.354,435.888,450.932,456.496,464.777
price,2014-05-03 00:00:00+00:00,439.48,448.574,453.541,444.261,443.354,435.888,450.932,456.496
price,2014-05-04 00:00:00+00:00,434.535,439.48,448.574,453.541,444.261,443.354,435.888,450.932
price,2014-05-05 00:00:00+00:00,431.727,434.535,439.48,448.574,453.541,444.261,443.354,435.888
price,2014-05-06 00:00:00+00:00,427.341,431.727,434.535,439.48,448.574,453.541,444.261,443.354
price,2014-05-07 00:00:00+00:00,435.189,427.341,431.727,434.535,439.48,448.574,453.541,444.261
price,2014-05-08 00:00:00+00:00,440.75,435.189,427.341,431.727,434.535,439.48,448.574,453.541
price,2014-05-09 00:00:00+00:00,443.871,440.75,435.189,427.341,431.727,434.535,439.48,448.574
price,2014-05-10 00:00:00+00:00,449.566,443.871,440.75,435.189,427.341,431.727,434.535,439.48
price,2014-05-11 00:00:00+00:00,442.545,449.566,443.871,440.75,435.189,427.341,431.727,434.535
price,2014-05-12 00:00:00+00:00,438.129,442.545,449.566,443.871,440.75,435.189,427.341,431.727
price,2014-05-13 00:00:00+00:00,437.341,438.129,442.545,449.566,443.871,440.75,435.189,427.341
price,2014-05-14 00:00:00+00:00,441.538,437.341,438.129,442.545,449.566,443.871,440.75,435.189
price,2014-05-15 00:00:00+00:00,445.787,441.538,437.341,438.129,442.545,449.566,443.871,440.75
price,2014-05-16 00:00:00+00:00,444.766,445.787,441.538,437.341,438.129,442.545,449.566,443.871
price,2014-05-17 00:00:00+00:00,446.281,444.766,445.787,441.538,437.341,438.129,442.545,449.566
price,2014-05-18 00:00:00+00:00,445.298,446.281,444.766,445.787,441.538,437.341,438.129,442.545
price,2014-05-19 00:00:00+00:00,445.022,445.298,446.281,444.766,445.787,441.538,437.341,438.129
price,2014-05-20 00:00:00+00:00,465.278,445.022,445.298,446.281,444.766,445.787,441.538,437.341
price,2014-05-21 00:00:00+00:00,492.31,465.278,445.022,445.298,446.281,444.766,445.787,441.538
price,2014-05-22 00:00:00+00:00,509.156,492.31,465.278,445.022,445.298,446.281,444.766,445.787
price,2014-05-23 00:00:00+00:00,529.149,509.156,492.31,465.278,445.022,445.298,446.281,444.766
price,2014-05-24 00:00:00+00:00,519.347,529.149,509.156,492.31,465.278,445.022,445.298,446.281
price,2014-05-25 00:00:00+00:00,559.931,519.347,529.149,509.156,492.31,465.278,445.022,445.298
price,2014-05-26 00:00:00+00:00,580.277,559.931,519.347,529.149,509.156,492.31,465.278,445.022
price,2014-05-27 00:00:00+00:00,573.388,580.277,559.931,519.347,529.149,509.156,492.31,465.278
price,2014-05-28 00:00:00+00:00,571.987,573.388,580.277,559.931,519.347,529.149,509.156,492.31
price,2014-05-29 00:00:00+00:00,566.816,571.987,573.388,580.277,559.931,519.347,529.149,509.156
price,2014-05-30 00:00:00+00:00,593.201,566.816,571.987,573.388,580.277,559.931,519.347,529.149
price,2014-05-31 00:00:00+00:00,619.564,593.201,566.816,571.987,573.388,580.277,559.931,519.347
price,2014-06-01 00:00:00+00:00,644.487,619.564,593.201,566.816,571.987,573.388,580.277,559.931
price,2014-06-02 00:00:00+00:00,635.862,644.487,619.564,593.201,566.816,571.987,573.388,580.277
price,2014-06-03 00:00:00+00:00,664.422,635.862,644.487,619.564,593.201,566.816,571.987,573.388
price,2014-06-04 00:00:00+00:00,641.523,664.422,635.862,644.487,619.564,593.201,566.816,571.987
price,2014-06-05 00:00:00+00:00,651.272,641.523,664.422,635.862,644.487,619.564,593.201,566.816
price,2014-06-06 00:00:00+00:00,654.137,651.272,641.523,664.422,635.862,644.487,619.564,593.201
price,2014-06-07 00:00:00+00:00,650.778,654.137,651.272,641.523,664.422,635.862,644.487,619.564
price,2014-06-08 00:00:00+00:00,652.884,650.778,654.137,651.272,641.523,664.422,635.862,644.487
price,2014-06-09 00:00:00+00:00,648.195,652.884,650.778,654.137,651.272,641.523,664.422,635.862
price,2014-06-10 00:00:00+00:00,650.767,648.195,652.884,650.778,654.137,651.272,641.523,664.422
price,2014-06-11 00:00:00+00:00,642.504,650.767,648.195,652.884,650.778,654.137,651.272,641.523
price,2014-06-12 00:00:00+00:00,621.319,642.504,650.767,648.195,652.884,650.778,654.137,651.272
price,2014-06-13 00:00:00+00:00,595.946,621.319,642.504,650.767,648.195,652.884,650.778,654.137
price,2014-06-14 00:00:00+00:00,575.029,595.946,621.319,642.504,650.767,648.195,652.884,650.778
price,2014-06-15 00:00:00+00:00,565.303,575.029,595.946,621.319,642.504,650.767,648.195,652.884
price,2014-06-16 00:00:00+00:00,596.048,565.303,575.029,595.946,621.319,642.504,650.767,648.195
price,2014-06-17 00:00:00+00:00,596.985,596.048,565.303,575.029,595.946,621.319,642.504,650.767
price,2014-06-18 00:00:00+00:00,607.673,596.985,596.048,565.303,575.029,595.946,621.319,642.504
price,2014-06-19 00:00:00+00:00,603.129,607.673,596.985,596.048,565.303,575.029,595.946,621.319
price,2014-06-20 00:00:00+00:00,590.957,603.129,607.673,596.985,596.048,565.303,575.029,595.946
price,2014-06-21 00:00:00+00:00,589.485,590.957,603.129,607.673,596.985,596.048,565.303,575.029
price,2014-06-22 00:00:00+00:00,598.9,589.485,590.957,603.129,607.673,596.985,596.048,565.303
price,2014-06-23 00:00:00+00:00,589.476,598.9,589.485,590.957,603.129,607.673,596.985,596.048
price,2014-06-24 00:00:00+00:00,585.681,589.476,598.9,589.485,590.957,603.129,607.673,596.985
price,2014-06-25 00:00:00+00:00,568.912,585.681,589.476,598.9,589.485,590.957,603.129,607.673
price,2014-06-26 00:00:00+00:00,569.836,568.912,585.681,589.476,598.9,589.485,590.957,603.129
price,2014-06-27 00:00:00+00:00,583.871,569.836,568.912,585.681,589.476,598.9,589.485,590.957
